,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
map_adress,name,type,address_1,address_2,country,website,phone_number,rating,place_tags,reviews_count,image,image_source
,Training - Pôle Santé,,10 Rue Bias,44000 Nantes,France,http://www.univ-nantes.fr/fc-sante,+33 2 53 48 47 47,,,,,
,Séances Et Formations Maïeusthésie À Nantes,,,,,http://jean-christophe-benas.com/,+33 6 18 42 14 15,,,,,https://lh5.googleusercontent.com/p/AF1QipPAwSjUoF-TwQMAy8pLy8BbtVCe92d2wsuEwj5z
,Emergitude - School Coaching | Training Center Au Coaching Nantes,,58 Rue du Pontereau,44300 Nantes,France,https://www.emergitude.fr/,+33 6 09 44 58 55,5,,13,,
,E2C ESTUAIRE DE LA LOIRE – NANTES,,2 Rue Fénelon,44000 Nantes,France,http://e2c-nantes.fr/,+33 2 40 20 63 20,4.7,,3,,https://lh5.googleusercontent.com/p/AF1QipNczehmBCAkAqcLbyq07AV6r3-yWV6Dp7XHfrKh
,Academie L'Oréal Professionnel Nantes,,10 Rue de Jemmapes,44000 Nantes,France,http://www.lorealprofessionnel.com/,+33 2 40 35 10 01,4.9,,10,,https://lh5.googleusercontent.com/p/AF1QipNwg7J3x0wbNc573-CneZVaMi4ZKEEcAuBn-gaW
,Campus De L'apprentissage De Nantes,,3 Bd Bâtonnier Cholet,44100 Nantes,France,,+33 6 03 63 65 51,4.9,,7,,https://lh5.googleusercontent.com/p/AF1QipM-hEKd7Fk5T3kF_w8zJ9kedIrziGJvl8cGqX78
,CEFRES,,Atlantique,6 Rue François Hennebique,44300 Nantes,,+33 2 40 37 04 25,,,,,https://lh5.googleusercontent.com/p/AF1QipP0KuTMCaWVYqgt2eup-yuQm0eOz0i5DP0tNeML
,Cnqaos Nantes - Training Center Assistant Dentaire,,4 Rue du Bois Joli,44200 Nantes,France,https://cnqaos.fr/,+33 7 77 92 26 85,,,,,https://lh5.googleusercontent.com/p/AF1QipN_4u6gwtHjhevU3v67Bzekuc5RLZjNMcxpagzt
,Arinfo - I-Maginer,,3 Rue Emile Masson,44000 Nantes,France,http://www.arinfo.fr/,+33 2 40 35 50 70,4.6,,43,,https://lh5.googleusercontent.com/p/AF1QipOjXlpPG9MjHYXh53YwlnKcLEaBnnZSMgDpqrFv
,Grafipolis • Ieqt Nantes,,Bât. Pôle des Arts Graphiques,1 Pl. Albert Camus CS 87519,44275 Nantes CEDEX 2,http://www.grafipolis.fr/,+33 2 40 50 24 22,3.9,,53,,
,Hair Académie Center Hairdressing Training,,5 Rue du Dr Zamenhof,44200 Nantes,France,https://www.hairacademie.fr/,+33 2 85 52 69 55,5,,1,,https://lh5.googleusercontent.com/p/AF1QipP5yOWs0XiqQGy2khNFpKcTRf0XSD7MF1O5QKKq
,Training Center Massage Assis - Agency Marie Câm Tú,,9 Bd François Blancho,44200 Nantes,France,https://www.mariecamtu.fr/formation-massage-assis/,+33 6 98 91 53 96,5,,11,,https://lh5.googleusercontent.com/p/AF1QipNA3ESxHuBDQfUMYTr8F9tvHiST4bLz39izfUgI
,Hexafor,,1 Rue Eugène Varlin,44100 Nantes,France,http://www.hexafor.fr/,+33 2 40 20 02 00,4.8,,13,,
,Cfa Henriman Formation,,18 Rue de la Rainière,44300 Nantes,France,http://www.henrimanformation.com/,+33 2 28 23 79 85,4.8,,123,,https://lh5.googleusercontent.com/p/AF1QipO_Xv1BTeup6EFbLDjfltHQIZJVpdRm4ZhN6dDM
,Aroeven Nantes - Pays De La Loire - Bafa - Bafd - Colonies De Holiday Formations,,4 Rue de la Perrière,44200 Nantes,France,https://www.aroeven-paysdelaloire.fr/,+33 2 40 34 20 02,5,,15,,https://lh5.googleusercontent.com/p/AF1QipMIu9Ir7wEUOdSnnI53yiITzwVL0fOTvjmIDT9G
,Ecap De Nantes - School Of Kinesiology International And Reflexology,,58 Rue Alfred de Vigny,44300 Nantes,France,https://www.ecapnantes.fr/,+33 2 40 75 63 01,4.9,,47,,https://lh5.googleusercontent.com/p/AF1QipOmCimmUflXJB1SBa9SHu4dQFV30a7eoXami6U
,Ecole Francaise de Décor,,4 Rue de la ville en Bois,44100 Nantes,France,https://www.ecole-decor.fr/,+33 9 53 36 21 69,5,,3,,https://lh5.googleusercontent.com/p/AF1QipMFL4NJVfEu2oYvRva2J8yczZqn7lqYz1XUyKY
,Bilan De Compétences Nantes - Athéna Formation,,2 Rue du Wattman,44700 Orvault,France,https://athena-formation.fr/,+33 2 85 52 94 56,,,,,https://lh5.googleusercontent.com/p/AF1QipNmdrUKJOzi4sfCXsdOncAkp-fef7GoeHpoRnjU
,Institute Mimethys,,7 Quai Henri Barbusse,44000 Nantes,France,http://www.mimethys.com/,+33 6 11 01 01 72,5,,23,,https://lh5.googleusercontent.com/p/AF1QipO-AXdFgfMGkQtGfM8Np0mkOvuQG0pYT4OEYB4
,Novus Formation Vtc Nantes,,,,,https://novusformation.fr/,+33 6 45 93 70 06,,,,,
,"Asensile – Nantes - Calvaire - Bilan De Compétences, Vae, Coaching Et Orientation Scolaire",,12 Rue du Calvaire,44000 Nantes,France,https://asensile.com/agences-repertoire/nantes-calvaire/,+33 6 81 10 48 89,5,,14,,https://lh5.googleusercontent.com/p/AF1QipOsZZQJjOcTTGc1ke72tVP19N3a95kUQ-ZJVWGZ
,Beelink Formation,,,,,http://www.beelink-formation.fr/,+33 2 40 84 32 12,4.8,,13,,
,Rework Dans L'ouest - Nantes Seat,,Parc Tertiaire de l'Aubinière,7 Av. des Amethystes Bâtiment n°7,44300 Nantes,https://www.retravailler-ouest.fr/,+33 2 49 09 14 59,3.2,,21,,https://lh5.googleusercontent.com/p/AF1QipOIH8-eXqc2ngSOhurhc_X_pdguwmXgvUbhXsWF
,Ghara,,2 Rue Crucy,44000 Nantes,France,http://www.ghara.archi/,+33 6 42 68 12 20,4.9,,52,,
,Elysia Formation : Training Center Efficiency Energy,,,,,https://www.formation-elysia.consulting/,+33 9 72 10 65 35,4.9,,17,,
,Miamnutrition Académie,,8 Rue Charles Brunellière,44100 Nantes,France,https://www.miamnutrition.com/,+33 2 28 02 21 66,5,,16,,https://lh5.googleusercontent.com/p/AF1QipMWfkI1k8mqdido2i5wygfPt9ILFcLc9SoOeUtC
,Ekivie Nantes - Training Center Kinesiology À Nantes,,49 Quai Emile Cormerais,44800 Saint-Herblain,France,https://www.eki-vie.com/centre/nantes/,+33 6 50 90 26 41,5,,5,,https://lh5.googleusercontent.com/p/AF1QipNMXbuNywjgfgZHZKfCK-D9N9_Kjtx7mN61klkG
,Centre De Formation Nantais De Toilettage C.F.N.T,,2 Place Ste Elisabeth,44000 Nantes,France,http://formationtoilettage44-31.fr/,+33 2 40 35 75 05,3.9,,32,,https://lh5.googleusercontent.com/p/AF1QipPZ0G62UvnqwCxXCo2HADjaYPZP6zSyDU5Z1O6s
,Nantes CESI Training Center,,1 Av. Augustin-Louis Cauchy,44307 Nantes,France,https://nantes.cesi.fr/?utm_source=google&utm_medium=organic&utm_content=gmb,+33 2 28 16 10 11,4.1,,30,,https://lh5.googleusercontent.com/p/AF1QipPMGriekI_q0wXPSi4B9RzS1UH32HtfMhqmLIAc
,City'Pro MARIONNEAU Saint Herblain,,9 Rte du Plessis Bouchet,44800 Saint-Herblain,France,https://www.city-pro.info/centres/saint-herblain-marionneau-formation/,+33 2 28 03 58 64,3.8,,19,,https://lh5.googleusercontent.com/p/AF1QipO-aesxxqVREecX1sXzuspPg29CBrcZB8v3y5yJ
,Compagnon Du Devoir Nantes,,44300 Nantes,France,,https://compagnons-du-devoir.com/les-maisons/la-maison-de-nantes/,,4.5,,4,,https://lh5.googleusercontent.com/p/AF1QipNep2otMbOVxSrESRXz1AI9VKdqFwHAWTecbg5i
,Ifsi - Institute Of Nursing Education Chu De Nantes,,50 Route de St Sébastien,44000 Nantes,France,http://www.chu-nantes.fr/institut-de-formation-en-soins-infirmiers-ifsi--3584.kjsp,+33 2 40 84 67 03,2.9,,10,,
,School Data Processing Nantes - Epitech,,5 Rue d'Alger,44100 Nantes,France,https://www.epitech.eu/fr/ecole-informatique-nantes/,+33 2 85 52 28 71,4.2,,27,,
,Ada Tech School,,3 Bd de Stalingrad,44000 Nantes,France,https://adatechschool.fr/campus-nantes,+33 9 78 80 08 32,5,,3,,https://lh5.googleusercontent.com/p/AF1QipNZnkt3V6cHPq037dy2xJYQG1MNKgZS6xDVS2I
,Training Center,,,,,https://www.atelier601.com/,+33 6 60 27 42 64,5,,12,,
,The Universe Des Langues,,9 All. de l'Île Gloriette,44000 Nantes,France,https://www.univers-langues.com/vos-centres-de-formation/lunivers-des-langues-nantes/,+33 2 40 48 65 38,4.8,,49,,
,Jmembalmer Formation Nantes,,221 Rte de Clisson,44230 Saint-Sébastien-sur-Loire,France,https://www.formationfunerairejmembalmer.fr/,+33 6 61 07 72 88,5,,13,,
,Doranco School Sup' Des Tech Creative | Campus Nantes,,19 Rue La Noue Bras de Fer,44200 Nantes,France,https://doranco-ecole.fr/campus/nantes/,+33 2 34 88 03 51,4.9,,10,,https://lh5.googleusercontent.com/p/AF1QipM0_hgK1EUTDl3nkifGaXPUAz8uvit9nP4DTs8F
,3w Academy Nantes - School Développement Web,,44 Rue de Strasbourg,44000 Nantes,France,https://3wacademy.fr/,+33 1 76 40 11 59,3.8,,6,,
,"Jedha Nantes - Formation Data Analyst, Data Scientist & Cybersécurité",,144 Rue Paul Bellamy,44000 Nantes,France,https://www.jedha.co/campus/nantes?utm_source=gmb&utm_medium=social&utm_campaign=nantes,+33 7 64 80 64 11,5,,4,,https://lh5.googleusercontent.com/p/AF1QipNjPqncCtjw8We2k9kHIFZuWdemtj6eCRl7Z2M
,Camas Nantes,,Hall B Frégate,19 Av. Jacques Cartier,44800 Saint-Herblain,https://www.camasformation.fr/,+33 2 28 03 96 78,3.2,,20,,https://lh5.googleusercontent.com/p/AF1QipMF18WNW7O4A-oBCdCDifDOtSGI2pTgw2H6umir
,Maestris Bts Nantes,,10-12 Rue René Viviani,44200 Nantes,France,https://nantes.eductive.fr/,+33 2 52 59 73 31,1,,1,,https://lh5.googleusercontent.com/p/AF1QipNgRDVFH8E6Fr0yfOrNFHz-xPAR-h3W1U44JTyk
,Vocational Training Center,,3 Rue Copernic,44000 Nantes,France,http://info.formation.ecomdataonline.fr/,,,,,,https://lh5.googleusercontent.com/p/AF1QipM28MKGQv0WkRNWd2ry95SQr0d5QPe8r1m4txC-
,Orsys Formation Nantes,,2 Rue Jacques Brel Immeuble Metronomy,44800 Saint-Herblain,France,https://www.orsys.fr/centre/NA,+33 2 40 59 36 44,4.9,,8,,
,Iesca Nantes,,1 bis Rue du Charron,44800 Saint-Herblain,France,http://www.iesca.fr/,+33 2 85 52 38 18,2.8,,18,,https://lh5.googleusercontent.com/p/AF1QipNky3XdVanc-2xn1Yi2t5JFYCRaAlnJhusvdQ9k
,Sesam School Sup',,16 Rue Gaëtan Rondeau,44200 Nantes,France,https://www.sesam-ecolesup.com/,+33 2 40 47 44 39,4.8,,12,,https://lh5.googleusercontent.com/p/AF1QipMENHN9j8FCS9QqfY7Y68LRgZp0FRKe0Icfpewg
,Wall Street English Nantes,,1 Rue Dugommier,44000 Nantes,France,https://wallstreetenglish.fr/ecoles/cours-anglais-nantes/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=descriptionpage&utm_content=lienprincipal&src_typ=SEO&src_det=SEO_Google_My_Business,+33 2 40 20 00 93,4.9,,58,,https://lh5.googleusercontent.com/p/AF1QipNXPJvCKlY4UUzDErwMb3ihFKDwpOR9zfzS-sbx
,Formanails Nantes : Training Prothésiste Ongulaire & Cils,,Espace Pléiade,10 Rue Amsterdam,44980 Sainte-Luce-sur-Loire,https://www.formanails.fr/centre/nantes/,+33 9 66 98 59 08,4.7,,37,,https://lh5.googleusercontent.com/p/AF1QipNMtGlH-wB9PjL4NIQ1S7QsbTO_x6JvIWpuZie6
,Cfssis - Formation Sécurité Nantes,,6 Rue Marcel Dassault Bâtiment A,44980 Sainte-Luce-sur-Loire,France,,+33 6 16 75 84 38,,,,,https://lh5.googleusercontent.com/p/AF1QipNwf9SfRamxrUez650a-EuEsvFauBA9EYYG00ZS
,"Le Wagon Nantes - Formations aux métiers de la Tech, sur campus ou en ligne : Développement Web, Data Analytics, Data Science",,10 Pass. de la Poule Noire,44000 Nantes,France,http://lewagon.com/nantes?utm_source=google&utm_medium=Google-my-business,+33 7 57 90 10 75,4.9,,32,,https://lh5.googleusercontent.com/p/AF1QipMohkF-w7tFYj9IX75jTe2ihKAGDh91izUjoRqN
,Institut Francophonie,,Pass. de la Poule Noire,44000 Nantes,France,https://www.francophonie-nantes.fr/,+33 2 53 78 26 44,4.9,,38,,https://lh5.googleusercontent.com/p/AF1QipMVMntoVgUuHo1wUrzMxjQ6eMjLcTnf6tuE8IPe
,Language Center Idlangues De Nantes,,2 Rue Fanny Peccot,44000 Nantes,France,http://nantes.idlangues.fr/,+33 2 40 35 08 70,4.9,,76,,https://lh5.googleusercontent.com/p/AF1QipONHz4L1P7SlR_fCj5lON2vBKC620a90ocWVBFQ
,Afpa - Centre De Nantes / Saint-Herblain,,23 Rue de la Rivaudière,44800 Saint-Herblain,France,https://www.afpa.fr/centre/centre-de-nantes-saint-herblain?utm_source=gmb&utm_medium=organic&utm_campaign=GMB,+33 9 72 72 39 36,3.8,,90,,https://lh5.googleusercontent.com/p/AF1QipNkLq4gMh_r-bUBRfToXwcOTZ_mNVAMvpXfOkMv
,Orientaction - Center Bilan De Compétence À Carquefou - 1er Rendez-Vous Gratuit,,2 Rue Alfred Kastler,44300 Nantes,France,https://cabinets-partenaires.orientaction-groupe.com/462-orientaction-carquefou-bilan-de-competences-1er-rendez-vous-gratuit-et-sans-engagement?utm_source=gmb,+33 2 43 72 25 88,4.9,,142,,https://lh5.googleusercontent.com/p/AF1QipMCtXQXRixaGQAkei_8P7sum0OjuKgrL37GSaDp
,Cfr 44 - Nantes Nord,,87 Bd Gabriel Lauriol,44300 Nantes,France,http://www.cfr44.fr/,+33 2 51 82 46 76,4.3,,152,,https://lh5.googleusercontent.com/p/AF1QipPDllhyXJO31C8njYlDMfa6YEiXgG8f3eAVxRRI
,École44esthétique Centre De Formation Et Cfa,,"319 Rte de Vannes rdc, 44800",44800 Saint-Herblain,France,http://www.ecole44esthetique.fr/,+33 6 13 85 06 63,4.9,,43,,https://lh5.googleusercontent.com/p/AF1QipOVcDWvawVSZmc2SUSU0EQAA1lt0Vp_iQbPokfu
,E.t. Formation,,20 Rue de la Font Salée,44100 Nantes,France,,+33 2 28 07 28 02,,,,,https://lh5.googleusercontent.com/p/AF1QipMKGfAPNLPwKTDxSZoqdpubQx-jHtsp3HOpBGg6
,Epsi Nantes,,16 Bd Général de Gaulle,44200 Nantes,France,http://www.epsi.fr/,+33 2 40 76 60 87,3.5,,31,,https://lh5.googleusercontent.com/p/AF1QipO6AkDk4mitfGLk-A4yf_KAV08flt4MlbqlzV5z
,Center Of Studies And Training Elus,,10 Rue de l'Hermitage,44100 Nantes,France,http://cefe.pro/,,,,,,https://lh5.googleusercontent.com/p/AF1QipPFgHJDO7sljp0n9fp-3RQJHrMdMG9fMysDJ3Tj
,Fab'academy - Pôle Formation Uimm // Nantes,,9 Rue de l'Halbrane,44340 Bouguenais,France,http://www.formation-industries-paysdelaloire.fr/,+33 2 51 13 21 51,3.1,,40,,https://lh5.googleusercontent.com/p/AF1QipO2f85RrpZ2eTchzuUpM_VfzL1UVE07lP1Y01c
,School Korean De Nantes-44,,Rue Lieutenant Jean de Sesmaisons,44300 Nantes,France,https://www.facebook.com/ecolecoreenne44,+33 6 24 61 65 18,,,,,https://lh5.googleusercontent.com/p/AF1QipNgdFUHQwCnrVLD5Nj4sGqJngpXWcN-tqrNo_4y
,Alertis Formation Nantes,,8 Rue de la Garde,44300 Nantes,France,https://www.alertis.fr/nos-centres/nantes/,,,,,,https://lh5.googleusercontent.com/p/AF1QipOW_6OFZKPTaYU24mAtvyvG3HG63be_qn_RvXON
,Nantes Université - Formation Continue,,2 Bis Bd Léon Bureau,44200 Nantes,France,http://fc.univ-nantes.fr/,,4.3,,4,,https://lh5.googleusercontent.com/p/AF1QipMAJnw-EGG8enTb286iEaacJQyl3MOxjQZqk6hO
,Ifac Nantes,,Rue St Domingue,44200 Nantes,France,http://www.ifac.asso.fr/,+33 2 85 52 34 37,,,,,https://lh5.googleusercontent.com/p/AF1QipMdOaGAUJfccMhtk8-e5tYlVj0YQOfp7cCfqoM9
,Centre de Formation de la Circulation Ferroviaire de Nantes,,9 Rue Nina Simone,44000 Nantes,France,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOtDsTXARtnoiqfzMFvrN-ayP6MJcHxF5UaHb-1
,Ib - Group Cegos,,2 Imp. Augustin Fresnel,44800 Saint-Herblain,France,https://www.ib-formation.fr/,+33 2 51 89 99 58,4.8,,15,,https://lh5.googleusercontent.com/p/AF1QipO2u293HNwJfwWcQT5JO9tRdya7iCAjevQlvJ6F
,Sports Center Regional,,170 Boulevard des Pas Enchantés,44230 Saint-Sébastien-sur-Loire,France,https://www.centresportifregional.org/,+33 2 40 80 75 50,4.5,,15,,https://lh5.googleusercontent.com/p/AF1QipPm2VumLEQ2JAcAEhgnV7pvhCZ1vmRQnZzvE1Bs
,British American Institute Nantes,,3 Rue Contrescarpe,44000 Nantes,France,https://british-american-institute.com/,+33 2 40 73 06 60,5,,46,,https://lh5.googleusercontent.com/p/AF1QipN_tr-3INT1YnpX3_5xEX9xteAqUyGTYxMRly78
,ECOFAC École de commerce Nantes | Business School - Retail - Training,,3 Rue Guglielmo Marconi Bâtiment B,44800 Saint-Herblain,France,https://www.ecofac.fr/business-school/campus-nantes/?jsf=epro-posts&tax=campus:55,+33 2 85 29 17 09,3.2,,25,,https://lh5.googleusercontent.com/p/AF1QipMajuDgqDGaA19l4K0hNWojVd_GNH8QJzebFKVS
,Cfpm De Nantes,,1 Av. de la Vertonne,44120 Vertou,France,https://www.cfpmfrance.com/cfpm-nantes,+33 9 72 23 36 72,3.9,,7,,https://lh5.googleusercontent.com/p/AF1QipNRljE9HcjZG8PMPP1CwUN1k7aGFNOvXY5orzJe
,City'pro Pro Formation Sainte Luce,,167 Rue de la Bougrière bis,44980 Sainte-Luce-sur-Loire,France,https://www.city-pro.info/centres/sainte-luce-sur-loire-pro-formation/,+33 2 40 25 60 14,,,,,https://lh5.googleusercontent.com/p/AF1QipO2WatHFKuStcW43y3LhQYxMvrkp3fpioDVNpw8
,K201 (Le temple des MP2I),,1 Rue Georges Clemenceau,44000 Nantes,France,http://mp2i-clemenceau.fr/,,3.6,,56,,https://lh5.googleusercontent.com/p/AF1QipOs8Mchj-BtIorvFjpQqqcQ5GrViMkCKCDTsnel
,Cfa Martello Trades De L'électricité,,3 Bd Bâtonnier Cholet,44100 Nantes,France,https://martello-cfaelectricite.fr/,+33 2 40 40 66 67,4.2,,10,,https://lh5.googleusercontent.com/p/AF1QipMGN-5QeA4GEjSQicHCsekmBSmSl0-6io-kn2dw
,Ecofac Training - Business Training Nantes,,3 Rue Guglielmo Marconi Bâtiment B,44800 Saint-Herblain,France,https://www.ecofac.fr/training/,+33 2 43 50 29 00,5,,2,,https://lh5.googleusercontent.com/p/AF1QipPjgBx9VznFW3BN_mo4PJIQF0kSXXGKUbWUPDFb
,Aftral Nantes,,2 Rue Jean Mermoz,44980 Sainte-Luce-sur-Loire,France,https://www.aftral.com/aftral-pres-de-chez-vous/aftral/aftral-nantes,+33 809 90 89 08,3.7,,81,,https://lh5.googleusercontent.com/p/AF1QipMBV95y-04jH8hh28-FRXGljBRk0db1uEC6WjAQ
,The Big Art,,8 Rue Crébillon,44000 Nantes,France,,,,,,,https://lh5.googleusercontent.com/p/AF1QipO22ehKH9KWtF8471SsgsuUiO4zc0dG-JSHmjlL
,Fiakre - Centre De Formation Vtc Nantes Métropole,,8 Av. Jacques Cartier,44800 Saint-Herblain,France,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPqbgPAXpxKLcty_mehWws8u8BnovhVaN7ww94O
"https://www.google.com/maps/search/centre+de+formation+en+ligne++nantes/@47.1992749,-1.5798752,13.31z?entry=ttu",Lmconseil Nantes - Bilan De Compétences - En Ligne,jsonata,22 Mail Pablo Picasso,44000 Nantes,France,http://lmconseil.pro/,+33 1 48 78 27 21,5,,7,,https://lh5.googleusercontent.com/p/AF1QipMujN3JC79YZB7B_faNzp1XqcL6PY3F-PyYZ9Op
,Dawan Nantes,,32 Bd Vincent Gâche,44200 Nantes,France,https://www.dawan.fr/,+33 9 72 37 73 73,4.8,,50,,https://lh5.googleusercontent.com/p/AF1QipPyNJQt2LUPS6WGjTpj-UAKZnzXktKKEQ29MMNr
,Espaces Formation,,1 Rue de la Petite Reine,44100 Nantes,France,http://www.espaces-formation.com/,+33 2 40 94 99 52,4.3,,37,,
,"Olivier Chartrain, cours de français à Nantes et en ligne",,7 Rue de Mazagran,44100 Nantes,France,http://www.cours-olivier-chartrain.fr/,+33 6 75 92 82 19,5,,1,,
,Greta-Cfa Loire-Atlantique,,16 Rue Dufour,44000 Nantes,France,https://www.greta-cfa-paysdelaloire.fr/nos-centres-de-formation/greta-cfa-loire-atlantique/,+33 2 40 14 56 56,4.8,,5,,https://lh5.googleusercontent.com/p/AF1QipMRoGenZgWhHd5JcXaGa_FILLiVuUIPQl02L8SA
,Vocational Training Center,,3 Rue Copernic,44000 Nantes,France,http://info.formation.ecomdataonline.fr/,,,,,,
,Talensac Professional Training Center,,18 Rue Talensac,44000 Nantes,France,http://talensac.com/,+33 2 51 72 95 10,,,,,
,Greta-Cfa Loire-Atlantique,,44 Bd Jean Moulin,44100 Nantes,France,https://www.greta-cfa-paysdelaloire.fr/nos-centres-de-formation/greta-cfa-loire-atlantique/,+33 2 40 14 56 56,3.5,,24,,https://lh5.googleusercontent.com/p/AF1QipMWfkI1k8mqdido2i5wygfPt9ILFcLc9SoOeUtC
,Training Commerciale - Uptoo Formation Nantes,,3 Pl. de la Petite Hollande,44000 Nantes,France,https://uptoo.fr/formation/centres/nantes/,+33 1 40 06 03 93,,,,,https://lh5.googleusercontent.com/p/AF1QipMJt9TLz26hTFH0t4s8DjthSsp29TfLXh1MUSuk
,Rosas & Qosma - Formation De Formateur Nantes,,14 Quai de Versailles,44000 Nantes,France,https://www.rosas-qosma.com/,+33 6 18 25 63 40,5,,18,,
,Arinfo - I-Maginer,,3 Rue Emile Masson,44000 Nantes,France,http://www.arinfo.fr/,+33 2 40 35 50 70,4.6,,43,,
,Training Center Autoentrepreneur Fnae - Nantes,,34 Rue Nicolas Appert,44100 Nantes,France,https://www.formation-autoentrepreneur.fr/formation-auto-entrepreneur-nantes/?utm_source=GMBNantes&utm_medium=organic,,,,,,
,Clps Nantes,,9 rue Marcel Sembat Bâtiment Saint-Louis - (5ème étage,44100 Nantes,France,https://www.clps.net/centres/fiche/nom-nantes/id-65?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Nantes,+33 2 40 58 28 99,4.5,,4,,
,Pointf Training Center Nantes,,4 Rue Meuris,44100 Nantes,France,http://www.pointf.fr/,+33 2 40 71 89 30,,,,,https://lh5.googleusercontent.com/p/AF1QipOqrCMFdVtpDRRDmCulC8T0hx0UVdS545SNuhTv
,"Le Wagon Nantes - Formations aux métiers de la Tech, sur campus ou en ligne : Développement Web, Data Analytics, Data Science",,10 Pass. de la Poule Noire,44000 Nantes,France,http://lewagon.com/nantes?utm_source=google&utm_medium=Google-my-business,+33 7 57 90 10 75,4.9,,32,,
,Ecn-Formation Nantes,,3 Rte de Pompierre,44100 Nantes,France,https://www.ecn-formation.com/,+33 2 28 23 10 92,4.9,,113,,https://lh5.googleusercontent.com/p/AF1QipPtzPz0_dHQSltr-_i20i2sIRqyNlyPgnQyanFL
,Cafoc De Nantes,,22 Rue Châteaubriand,44000 Nantes,France,http://www.cafoc.ac-nantes.fr/,+33 2 51 81 68 31,4.8,,5,,https://lh5.googleusercontent.com/p/AF1QipMpZmINrMe-kg_phZWMT-4WQaKCjMaAfu03AvY4
,Cefras,,14 Bd Winston Churchill,44100 Nantes,France,https://www.cefras.com/,+33 2 51 86 24 13,4.1,,8,,https://lh5.googleusercontent.com/p/AF1QipNzsSG2Wo0NbZcjZPf1x54QUFRW_BRTAwjSw4EX
,Training - Pôle Santé,,10 Rue Bias,44000 Nantes,France,http://www.univ-nantes.fr/fc-sante,+33 2 53 48 47 47,,,,,https://lh5.googleusercontent.com/p/AF1QipNKY8D3p-abTsZPyXN6pA86ZPILSHREjcTNZvzO
,CFA Sport Animation,,42 Rue des Hauts Pavés,44000 Nantes,France,https://www.cfasa-pdl.fr/,+33 2 51 82 72 08,,,,,
,Centre De Formation Somfy,,8 Rue Edouard Nignon,44300 Nantes,France,http://www.somfypro.fr/,+33 820 37 43 74,3.2,,5,,https://lh5.googleusercontent.com/p/AF1QipMJNsN_WjfxEhFW6lEURhujgLsZiIBHcm9Y3vxK
,Competens,,144 Rue Paul Bellamy,44000 Nantes,France,https://www.competens.net/?utm_source=google&utm_medium=google_my_business&utm_campaign=url_site,+33 2 51 84 95 55,5,,1,,https://lh5.googleusercontent.com/p/AF1QipPZ1JqprKlmBW37MoIttPJaDxzjO0Vq0vZlkvye
,Ifrec Immobilier - Centre de Formation,,29 Rue de Savenay,44000 Nantes,France,http://www.ifrecimmo.com/,+33 9 53 23 37 59,4.6,,5,,https://lh5.googleusercontent.com/p/AF1QipM0_hgK1EUTDl3nkifGaXPUAz8uvit9nP4DTs8F
,Inaka - Trebosi France,,1 Imp. des Tourmalines,44300 Nantes,France,https://inaka-formations.fr/,+33 2 53 55 31 01,5,,141,,
,Cfi Atlantique - Center Computer Training Région Nantaise,,Parc d’activité des Grésillières,6 bis Av. Jules Verne,44230 Saint-Sébastien-sur-Loire,http://www.cfiatlantique.com/,+33 2 40 34 59 64,4.8,,49,,https://lh5.googleusercontent.com/p/AF1QipOZBJD3s_8ffPhcIp89nVmqVi9dRoTymNdJOV_m
,League Of Education De Loire-Atlantique,,2a Rue de Madrid,44000 Nantes,France,http://laligue44.org/,+33 2 51 86 33 33,4.2,,9,,https://lh5.googleusercontent.com/p/AF1QipNwf9SfRamxrUez650a-EuEsvFauBA9EYYG00ZS
,Trainadvisor,,9 Rue du Petit Châtelier,44300 Nantes,France,https://trainadvisor.fr/,+33 2 40 52 12 78,4.8,,4,,https://lh5.googleusercontent.com/p/AF1QipNIFPlukE4V13p-kVX4wglNLFIQDB3g89fDSRDo
,Anfh Pays De La Loire,,1 Bd Salvador Allende,44100 Nantes,France,https://www.anfh.fr/pays-de-la-loire,+33 2 51 84 91 20,5,,1,,https://lh5.googleusercontent.com/p/AF1QipMohkF-w7tFYj9IX75jTe2ihKAGDh91izUjoRqN
,A Bonne Ecole Nantes,,275 Bd Marcel Paul Bâtiment H - Etage 2,44800 Saint-Herblain,France,http://www.abonneecole.fr/,+33 2 59 13 12 50,4.9,,49,,https://lh5.googleusercontent.com/p/AF1QipMvt73pXB0h6G2k8mWs7JdWv44RsAQrBnLpI22S
,Jean-Pierre-Villatte,,117 Bd des Anglais,44100 Nantes,France,https://www.jean-pierre-villatte.fr/,+33 6 95 32 52 43,4.6,,14,,https://lh5.googleusercontent.com/p/AF1QipONHz4L1P7SlR_fCj5lON2vBKC620a90ocWVBFQ
,Regional Institute Administration De Nantes,,1 Rue de la Bourgeonnière,44300 Nantes,France,https://www.ira-nantes.gouv.fr/,+33 2 40 74 34 77,4.6,,8,,https://lh5.googleusercontent.com/p/AF1QipPm6GmhLij6-IuAUUlEvC5bTJvFa2B7CadZfH-L
